issue_id, start_time, abandoned/resolved, answer_time, abandoned_time, resolved_time
1789, 4:00, abandoned, 13:50, 14:02,
1811, 3:16, abandoned, 14:02, 14:39,
1307, 3:24, abandoned, 14:39, 15:48,
1623, 4:57, resolved, 15:48, , 16:30
1551, 6:31, resolved, 16:30, , 17:32
1183, 6:18, abandoned, 17:32, 17:43,
1828, 7:20, resolved, 17:43, , 17:59
1692, 6:32, resolved, 17:59, , 18:16
1888, 7:19, abandoned, 18:16, 18:37,
1761, 7:36, abandoned, 18:37, 19:25,
1822, 8:45, abandoned, 19:25, 20:10,
1036, 9:46, abandoned, 20:10, 20:10,
1176, 9:02, abandoned, 20:10, 21:32,
1801, 10:19, resolved, 21:32, , 22:51
1484, 10:50, abandoned, 22:51, 22:59,
1882, 12:25, abandoned, 22:59, 23:18,
1977, 13:03, resolved, 23:18, , 23:44
1954, 11:49, resolved, 23:44, , 23:54
1222, 13:44, resolved, 23:54, , 0:28
1573, 2:39, resolved, 2:39, , 3:18
1210, 4:17, resolved, 4:17, , 4:44
1181, 5:31, abandoned, 5:31, 6:07,
1103, 8:48, resolved, 8:48, , 9:49
1241, 10:47, resolved, 10:47, , 11:21
1412, 12:48, resolved, 12:48, , 13:05
1394, 3:44, resolved, 13:05, , 13:36
1616, 2:29, resolved, 13:36, , 13:36
1867, 2:33, resolved, 13:36, , 14:25
1111, 4:51, abandoned, 14:25, 14:25,
1090, 3:32, resolved, 14:25, , 15:28
1375, 5:56, resolved, 15:28, , 16:24
1191, 5:53, resolved, 16:24, , 17:38
1297, 7:28, resolved, 17:38, , 17:53
